run,commit,dirty,scenario,input_mib,round,seconds,mib_per_s
1786032881,bed90d6,no,no-actions-declared,1,0,0.001277006,783.08317059483886
1786032881,bed90d6,no,depth-16,1,0,0.0020660370000000002,484.03182351292628
1786032881,bed90d6,no,depth-4,1,0,0.001642005,609.01967499516127
1786032881,bed90d6,no,actions-90pc,1,0,0.0015968620000000001,626.23237056189873
1786032881,bed90d6,no,body-8,1,0,0.001696807,589.34502767349613
1786032881,bed90d6,no,actions-40pc,1,0,0.001627168,614.5658637268142
1786032881,bed90d6,no,actions-1pc,1,0,0.0013510390000000001,740.17249490846143
1786032881,bed90d6,no,one-action-never-fires,1,0,0.001362374,734.01423349875495
1786032881,bed90d6,no,body-512,1,0,0.001364168,733.28872810325424
1786032881,bed90d6,no,per-token,1,0,0.0035383519999999998,282.61879213022956
1786032881,bed90d6,no,go-to,1,0,0.0015478390000000001,646.06510649465611
1786032881,bed90d6,no,batched,1,0,0.001578117,633.66960014471806
1786032881,bed90d6,no,depth-1,1,0,0.00150954,662.45535793880867
1786032881,bed90d6,no,push-pop,1,0,0.001520602,657.63741489987649
1786032881,bed90d6,no,action-never-fires,1,0,0.001360045,735.27119128310665
1786032881,bed90d6,no,actions-10pc,1,0,0.001417064,705.6884671729
1786032881,bed90d6,no,body-128,1,0,0.0015195429999999999,658.1264883014735
1786032881,bed90d6,no,body-32,1,0,0.001529063,653.9984084184772
1786032881,bed90d6,no,action-never-fires,1,1,0.001328133,752.93807724725821
1786032881,bed90d6,no,body-32,1,1,0.0015536129999999999,643.66400665518506
1786032881,bed90d6,no,no-actions-declared,1,1,0.001276765,783.23098404846064
1786032881,bed90d6,no,push-pop,1,1,0.0015289209999999999,654.05914914608547
1786032881,bed90d6,no,depth-4,1,1,0.0016335810000000001,612.1602488278387
1786032881,bed90d6,no,per-token,1,1,0.0033966449999999998,294.4095624863894
1786032881,bed90d6,no,actions-90pc,1,1,0.001577557,633.89574875596554
1786032881,bed90d6,no,go-to,1,1,0.001473249,678.77512109058409
1786032881,bed90d6,no,body-128,1,1,0.0014818640000000001,674.86051244451983
1786032881,bed90d6,no,actions-40pc,1,1,0.00157771,633.8312537466536
1786032881,bed90d6,no,actions-1pc,1,1,0.001296076,771.56116412049357
1786032881,bed90d6,no,body-512,1,1,0.0013481840000000001,741.98256145983044
1786032881,bed90d6,no,body-8,1,1,0.0016804470000000001,595.08259907725858
1786032881,bed90d6,no,depth-1,1,1,0.001488669,671.74292003323046
1786032881,bed90d6,no,depth-16,1,1,0.0020675630000000001,483.67457560189251
1786032881,bed90d6,no,actions-10pc,1,1,0.0013661979999999999,731.96251351992794
1786032881,bed90d6,no,batched,1,1,0.001506952,663.59430716544523
1786032881,bed90d6,no,one-action-never-fires,1,1,0.001357193,736.81628725511609
1786032881,bed90d6,no,body-32,1,2,0.001493812,669.43147355328654
1786032881,bed90d6,no,action-never-fires,1,2,0.0013028320000000001,767.56013618688576
1786032881,bed90d6,no,push-pop,1,2,0.001515122,660.01600423700665
1786032881,bed90d6,no,body-8,1,2,0.0016499030000000001,606.099127264804
1786032881,bed90d6,no,depth-1,1,2,0.0014702859999999999,680.14172822359001
1786032881,bed90d6,no,depth-4,1,2,0.0015583789999999999,641.70099278829457
1786032881,bed90d6,no,body-128,1,2,0.0015044069999999999,664.74796940793681
1786032881,bed90d6,no,actions-40pc,1,2,0.0015729279999999999,635.75822119552379
1786032881,bed90d6,no,body-512,1,2,0.001338898,747.1286219257629
1786032881,bed90d6,no,one-action-never-fires,1,2,0.0013327250000000001,750.34377485875382
1786032881,bed90d6,no,actions-1pc,1,2,0.001337307,747.77288038470806
1786032881,bed90d6,no,per-token,1,2,0.0034537970000000002,289.53779517776582
1786032881,bed90d6,no,actions-90pc,1,2,0.0016167919999999999,618.5128796531742
